id,uuid,timestamp,just_booted,reset_reason,uptime,fw_version,modem_fw_version,rsrp
158935,359746167128136,,,,904183082,,,-95
158934,359746167128136,,,,903986960,,,-98
158930,359746167128136,,,,903690755,,,-98
158926,359746167128136,,,,902751554,,,-96
158924,359746167128136,,,,902433925,,,-98
158919,359746167128136,,,,901333563,,,-97
158906,359746167128136,,,,898909082,,,-96
158901,359746167128136,,,,897209844,,,-97
158894,359746167128136,,,,895084279,,,-103
158891,359746167128136,,,,894328761,,,-97
158883,359746167128136,,,,892786605,,,-98
158882,359746167128136,,,,892670722,,,-97
158880,359746167128136,,,,892394467,,,-96
158842,359746167128136,,,,885272155,,,-96
158839,359746167128136,,,,885157594,,,-96
158833,359746167128136,,,,884500639,,,-97
158828,359746167128136,,,,884283669,,,-96
158825,359746167128136,,,,883587125,,,-97
158824,359746167128136,,,,883431266,,,-97
158821,359746167128136,,,,882552387,,,-99
158813,359746167128136,,,,881254880,,,-97
158793,359746167128136,,,,878892699,,,-99
158792,359746167128136,,,,878816371,,,-99
158782,359746167128136,,,,877014055,,,-98
158781,359746167128136,,,,876816759,,,-95
158777,359746167128136,,,,875295423,,,-97
158775,359746167128136,,,,874839237,,,-95
158770,359746167128136,,,,874304689,,,-95
158763,359746167128136,,,,873224285,,,-97
158758,359746167128136,,,,872608408,,,-95
158734,359746167128136,,,,869843962,,,-94
158729,359746167128136,,,,869005212,,,-95
158726,359746167128136,,,,868469636,,,-95
158724,359746167128136,,,,868376215,,,-93
158722,359746167128136,,,,868200627,,,-94
158716,359746167128136,,,,867323376,,,-97
158711,359746167128136,,,,866602515,,,-95
158709,359746167128136,,,,866263958,,,-96
158706,359746167128136,,,,865827797,,,-92
158700,359746167128136,,,,864849974,,,-97
158697,359746167128136,,,,864534410,,,-90
158693,359746167128136,,,,863878068,,,-94
158690,359746167128136,,,,863722906,,,-93
158686,359746167128136,,,,863670574,,,-94
158684,359746167128136,,,,863514717,,,-95
158674,359746167128136,,,,862274037,,,-96
158672,359746167128136,,,,862039292,,,-97
158669,359746167128136,,,,861379224,,,-96
158665,359746167128136,,,,861038921,,,-94
158659,359746167128136,,,,859678189,,,-96
158657,359746167128136,,,,859624943,,,-91
158654,359746167128136,,,,859187447,,,-94
158646,359746167128136,,,,858651907,,,-95
158644,359746167128136,,,,857933822,,,-94
158642,359746167128136,,,,857778697,,,-90
158636,359746167128136,,,,856579975,,,-93
158634,359746167128136,,,,856145167,,,-95
158633,359746167128136,,,,855931172,,,-95
158628,359746167128136,,,,855553564,,,-92
158627,359746167128136,,,,855458730,,,-93
158610,359746167128136,,,,853418274,,,-92
158607,359746167128136,,,,853051370,,,-94
158604,359746167128136,,,,852593700,,,-101
158593,359746167128136,,,,850851259,,,-94
158588,359746167128136,,,,849892657,,,-94
158586,359746167128136,,,,848953217,,,-92
158583,359746167128136,,,,848514843,,,-93
158576,359746167128136,,,,847213638,,,-92
158571,359746167128136,,,,846877442,,,-95
158559,359746167128136,,,,845796999,,,-93
158555,359746167128136,,,,844839968,,,-94
158549,359746167128136,,,,844103435,,,-94
158548,359746167128136,,,,843927607,,,-92
158545,359746167128136,,,,843531853,,,-93
158540,359746167128136,,,,841892734,,,-95
158534,359746167128136,,,,841114839,,,-95
158527,359746167128136,,,,839875851,,,-96
158519,359746167128136,,,,839075690,,,-95
158516,359746167128136,,,,838498378,,,-91
158514,359746167128136,,,,838283542,,,-93
158501,359746167128136,,,,837083834,,,-94
158489,359746167128136,,,,835221018,,,-95
158469,359746167128136,,,,832815401,,,-93
158467,359746167128136,,,,832259818,,,-95
158464,359746167128136,,,,831824163,,,-95
158462,359746167128136,,,,831770051,,,-94
158459,359746167128136,,,,831213739,,,-93
158456,359746167128136,,,,830878475,,,-95
158454,359746167128136,,,,830522016,,,-95
158453,359746167128136,,,,830385015,,,-94
158451,359746167128136,,,,830230331,,,-92
158447,359746167128136,,,,830112921,,,-96
158441,359746167128136,,,,829535897,,,-94
158439,359746167128136,,,,829216198,,,-97
158430,359746167128136,,,,827273514,,,-96
158425,359746167128136,,,,825932049,,,-93
158416,359746167128136,,,,824954049,,,-92
158409,359746167128136,,,,824397912,,,-96
158406,359746167128136,,,,823317049,,,-91
158399,359746167128136,,,,822277487,,,-96
158396,359746167128136,,,,821701615,,,-92
158392,359746167128136,,,,821205726,,,-95
158387,359746167128136,,,,820669208,,,-92
158383,359746167128136,,,,820472762,,,-95
158355,359746167128136,,,,815120687,,,-98
158351,359746167128136,,,,814663986,,,-92
158350,359746167128136,,,,814569905,,,-93
158330,359746167128136,,,,808273933,,,-94
158323,359746167128136,,,,807235163,,,-95
158309,359746167128136,,,,804068988,,,-93
158299,359746167128136,,,,801945015,,,-94
158298,359746167128136,,,,801344577,,,-90
158295,359746167128136,,,,800567219,,,-92
158284,359746167128136,,,,798866783,,,-94
158278,359746167128136,,,,797604346,,,-93
158274,359746167128136,,,,796865416,,,-94
158271,359746167128136,,,,796628012,,,-94
158267,359746167128136,,,,795226499,,,-94
158262,359746167128136,,,,794649493,,,-94
158234,359746167128136,,,,789334720,,,-94
158231,359746167128136,,,,788892744,,,-93
158230,359746167128136,,,,788133710,,,-95
158226,359746167128136,,,,787558074,,,-94
158211,359746167128136,,,,786017349,,,-95
158210,359746167128136,,,,785783216,,,-97
158209,359746167128136,,,,785706880,,,-94
158191,359746167128136,,,,782957907,,,-95
158180,359746167128136,,,,781818024,,,-95
158178,359746167128136,,,,781421092,,,-93
158174,359746167128136,,,,780884576,,,-92
158171,359746167128136,,,,780506481,,,-91
158147,359746167128136,,,,778382827,,,-94
158116,359746167128136,,,,775355696,,,-92
158090,359746167128136,,,,772250909,,,-91
158088,359746167128136,,,,772016502,,,-89
158085,359746167128136,,,,771698129,,,-95
158077,359746167128136,,,,770620120,,,-94
158071,359746167128136,,,,769601794,,,-93
158067,359746167128136,,,,769324586,,,-94
158063,359746167128136,,,,769087082,,,-92
158058,359746167128136,,,,768450221,,,-95
158054,359746167128136,,,,768013594,,,-93
158041,359746167128136,,,,766734984,,,-93
158031,359746167128136,,,,764852179,,,-96
158029,359746167128136,,,,764532445,,,-94
158017,359746167128136,,,,762811598,,,-94
157988,359746167128136,,,,757298268,,,-93
157971,359746167128136,,,,755374793,,,-94
157964,359746167128136,,,,754784034,,,-96
157941,359746167128136,,,,751255122,,,-93
157935,359746167128136,,,,749294682,,,-94
157931,359746167128136,,,,748558256,,,-95
157928,359746167128136,,,,748380832,,,-95
157927,359746167128136,,,,748223575,,,-94
157926,359746167128136,,,,748170142,,,-94
157923,359746167128136,,,,747936168,,,-95
157914,359746167128136,,,,746393391,,,-96
157911,359746167128136,,,,745976459,,,-94
157906,359746167128136,,,,745034952,,,-96
157895,359746167128136,,,,743054230,,,-100
157893,359746167128136,,,,742534967,,,-98
157889,359746167128136,,,,742197384,,,-99
157857,359746167128136,,,,737265485,,,-97
157848,359746167128136,,,,736526384,,,-97
157845,359746167128136,,,,736409731,,,-97
157837,359746167128136,,,,735190839,,,-96
157831,359746167128136,,,,733549601,,,-96
157822,359746167128136,,,,732108102,,,-99
157815,359746167128136,,,,730948716,,,-97
157814,359746167128136,,,,730674364,,,-98
157806,359746167128136,,,,729375985,,,-100
157804,359746167128136,,,,729181121,,,-97
157793,359746167128136,,,,726998306,,,-98
157789,359746167128136,,,,726560847,,,-99
157786,359746167128136,,,,726225106,,,-101
157785,359746167128136,,,,726151429,,,-101
157772,359746167128136,,,,724471108,,,-100
157767,359746167128136,,,,722932335,,,-98
157766,359746167128136,,,,722553919,,,-99
157759,359746167128136,,,,720793032,,,-99
157750,359746167128136,,,,719473800,,,-98
157747,359746167128136,,,,718634046,,,-101
157743,359746167128136,,,,717754341,,,-98
157741,359746167128136,,,,717617885,,,-94
157738,359746167128136,,,,717459032,,,-94
157734,359746167128136,,,,717182995,,,-97
157732,359746167128136,,,,716384070,,,-98
157725,359746167128136,,,,715543992,,,-94
157705,359746167128136,,,,712778780,,,-96
157701,359746167128136,,,,712481339,,,-97
157700,359746167128136,,,,712304480,,,-98
157695,359746167128136,,,,711685943,,,-94
157688,359746167128136,,,,710300917,,,-96
157686,359746167128136,,,,709744244,,,-96
157680,359746167128136,,,,708824331,,,-95
157679,359746167128136,,,,708587336,,,-96
157678,359746167128136,,,,708266436,,,-96
157676,359746167128136,,,,708108171,,,-96
157653,359746167128136,,,,704176291,,,-97
157649,359746167128136,,,,703477063,,,-95
157632,359746167128136,,,,701854458,,,-94
157624,359746167128136,,,,700613402,,,-95
157623,359746167128136,,,,700455634,,,-94
157612,359746167128136,,,,698713888,,,-97
157611,359746167128136,,,,698317870,,,-99
157600,359746167128136,,,,696877429,,,-96
157596,359746167128136,,,,696158070,,,-99
157590,359746167128136,,,,695338956,,,-97
157581,359746167128136,,,,694540166,,,-98
157575,359746167128136,,,,694242107,,,-94
157570,359746167128136,,,,693766253,,,-99
157560,359746167128136,,,,693126064,,,-96
157557,359746167128136,,,,692869864,,,-96
157556,359746167128136,,,,692794974,,,-96
157549,359746167128136,,,,692038487,,,-96
157541,359746167128136,,,,690477637,,,-96
157533,359746167128136,,,,688957868,,,-96
157523,359746167128136,,,,687377477,,,-96
157518,359746167128136,,,,686239146,,,-99
157516,359746167128136,,,,686043337,,,-98
157511,359746167128136,,,,684845652,,,-99
157507,359746167128136,,,,684447183,,,-98
157502,359746167128136,,,,684290936,,,-97
157495,359746167128136,,,,683955532,,,-97
157486,359746167128136,,,,682916648,,,-99
157482,359746167128136,,,,682358612,,,-98
157478,359746167128136,,,,681821114,,,-97
157472,359746167128136,,,,680902433,,,-97
157462,359746167128136,,,,678993747,,,-97
157459,359746167128136,,,,678594693,,,-96
157453,359746167128136,,,,677576935,,,-96
157452,359746167128136,,,,677419880,,,-94
157445,359746167128136,,,,676863411,,,-95
157442,359746167128136,,,,675922366,,,-97
157439,359746167128136,,,,675646228,,,-96
157433,359746167128136,,,,674385209,,,-94
157427,359746167128136,,,,673525812,,,-95
157426,359746167128136,,,,673448689,,,-95
157424,359746167128136,,,,673111391,,,-96
157421,359746167128136,,,,672854102,,,-99
157419,359746167128136,,,,672718756,,,-101
157412,359746167128136,,,,672200972,,,-99
157410,359746167128136,,,,672127153,,,-95
157405,359746167128136,,,,671428295,,,-100
157399,359746167128136,,,,670850971,,,-96
157395,359746167128136,,,,670344432,,,-94
157392,359746167128136,,,,670086279,,,-96
157384,359746167128136,,,,669047498,,,-98
157381,359746167128136,,,,668768171,,,-98
157378,359746167128136,,,,668432365,,,-98
157366,359746167128136,,,,666612059,,,-96
157360,359746167128136,,,,666315048,,,-101
157351,359746167128136,,,,665294125,,,-97
157340,359746167128136,,,,664232303,,,-97
157332,359746167128136,,,,662952377,,,-100
157330,359746167128136,,,,662695526,,,-96
157327,359746167128136,,,,662519722,,,-98
157325,359746167128136,,,,662425437,,,-95
157324,359746167128136,,,,662249683,,,-96
157322,359746167128136,,,,661875407,,,-99
157320,359746167128136,,,,661458744,,,-97
157317,359746167128136,,,,661019939,,,-97
157315,359746167128136,,,,660802576,,,-104
157310,359746167128136,,,,660344917,,,-94
157309,359746167128136,,,,660069060,,,-99
157308,359746167128136,,,,659913354,,,-96
157287,359746167128136,,,,657869147,,,-97
157284,359746167128136,,,,656768870,,,-97
157282,359746167128136,,,,656533486,,,-96
157281,359746167128136,,,,656459599,,,-94
157273,359746167128136,,,,654215630,,,-97
157271,359746167128136,,,,653901903,,,-99
157255,359746167128136,,,,651696960,,,-99
157246,359746167128136,,,,649355036,,,-96
157237,359746167128136,,,,648478136,,,-98
157233,359746167128136,,,,648302776,,,-98
157227,359746167128136,,,,647322235,,,-94
157226,359746167128136,,,,647227191,,,-97
157224,359746167128136,,,,646409154,,,-98
157219,359746167128136,,,,645188714,,,-96
157217,359746167128136,,,,645052208,,,-103
157210,359746167128136,,,,644051855,,,-101
157203,359746167128136,,,,642952587,,,-100
157198,359746167128136,,,,642034951,,,-97
157196,359746167128136,,,,641596043,,,-96
157195,359746167128136,,,,641479530,,,-98
157192,359746167128136,,,,640642884,,,-101
157185,359746167128136,,,,639282536,,,-98
157181,359746167128136,,,,638007048,,,-98
157180,359746167128136,,,,637892159,,,-99
157179,359746167128136,,,,637840045,,,-99
157177,359746167128136,,,,637703719,,,-100
157176,359746167128136,,,,637247430,,,-100
157172,359746167128136,,,,636210926,,,-98
157171,359746167128136,,,,635972885,,,-99
157166,359746167128136,,,,635514139,,,-101
157162,359746167128136,,,,635218596,,,-99
157161,359746167128136,,,,634882116,,,-101
157159,359746167128136,,,,633442076,,,-102
157152,359746167128136,,,,632322636,,,-97
157151,359746167128136,,,,632048260,,,-98
157139,359746167128136,,,,629966908,,,-98
157137,359746167128136,,,,629689391,,,-100
157135,359746167128136,,,,629573701,,,-94
157131,359746167128136,,,,627812842,,,-99
157130,359746167128136,,,,627677292,,,-101
157125,359746167128136,,,,626818226,,,-97
157122,359746167128136,,,,626622686,,,-101
157116,359746167128136,,,,625944614,,,-97
157115,359746167128136,,,,625668568,,,-99
157112,359746167128136,,,,625412451,,,-97
157111,359746167128136,,,,625234842,,,-95
157106,359746167128136,,,,624557233,,,-100
157094,359746167128136,,,,622533228,,,-100
157084,359746167128136,,,,621093215,,,-99
157070,359746167128136,,,,618908728,,,-99
157069,359746167128136,,,,618731988,,,-99
157064,359746167128136,,,,617973854,,,-94
157063,359746167128136,,,,617775763,,,-96
157061,359746167128136,,,,617519392,,,-98
157059,359746167128136,,,,616961618,,,-98
157057,359746167128136,,,,616865188,,,-98
157046,359746167128136,,,,615466029,,,-99
157033,359746167128136,,,,614105183,,,-100
157011,359746167128136,,,,611480578,,,-97
157008,359746167128136,,,,611124313,,,-96
157003,359746167128136,,,,610460107,,,-97
156997,359746167128136,,,,609721330,,,-97
156990,359746167128136,,,,608841754,,,-98
156983,359746167128136,,,,607462537,,,-103
156964,359746167128136,,,,603712594,,,-99
156952,359746167128136,,,,602090199,,,-95
156943,359746167128136,,,,601071623,,,-93
156924,359746167128136,,,,599108875,,,-93
156923,359746167128136,,,,599031571,,,-99
156897,359746167128136,,,,594862411,,,-94
156878,359746167128136,,,,592057948,,,-97
156875,359746167128136,,,,591921764,,,-94
156860,359746167128136,,,,590360905,,,-93
156859,359746167128136,,,,590307484,,,-92
156858,359746167128136,,,,590253575,,,-94
156857,359746167128136,,,,590077395,,,-92
156856,359746167128136,,,,589721576,,,-98
156840,359746167128136,,,,586935334,,,-90
156831,359746167128136,,,,585112863,,,-92
156830,359746167128136,,,,585059901,,,-92
156829,359746167128136,,,,584861807,,,-93
156826,359746167128136,,,,584523991,,,-96
156819,359746167128136,,,,581800670,,,-90
156818,359746167128136,,,,581665656,,,-94
156814,359746167128136,,,,581408818,,,-92
156812,359746167128136,,,,581150281,,,-95
156803,359746167128136,,,,580414239,,,-94
156799,359746167128136,,,,579698179,,,-91
156797,359746167128136,,,,579440573,,,-91
156793,359746167128136,,,,578840890,,,-92
156791,359746167128136,,,,578784727,,,-92
156789,359746167128136,,,,578569526,,,-92
156775,359746167128136,,,,577589164,,,-91
156758,359746167128136,,,,575085849,,,-93
156742,359746167128136,,,,573005293,,,-94
156734,359746167128136,,,,571846030,,,-92
156732,359746167128136,,,,571287680,,,-96
156728,359746167128136,,,,570368316,,,-95
156718,359746167128136,,,,568827965,,,-97
156715,359746167128136,,,,568651353,,,-96
156712,359746167128136,,,,568534473,,,-95
156706,359746167128136,,,,567595702,,,-94
156695,359746167128136,,,,565753536,,,-94
156693,359746167128136,,,,565218678,,,-94
156691,359746167128136,,,,564862346,,,-93
156683,359746167128136,,,,563582129,,,-96
156675,359746167128136,,,,562581834,,,-98
156668,359746167128136,,,,561701273,,,-96
156640,359746167128136,,,,558114542,,,-98
156636,359746167128136,,,,557939014,,,-101
156629,359746167128136,,,,556238454,,,-100
156618,359746167128136,,,,554374844,,,-98
156617,359746167128136,,,,553596571,,,-100
156615,359746167128136,,,,553177982,,,-102
156605,359746167128136,,,,551476168,,,-97
156603,359746167128136,,,,551037730,,,-96
156598,359746167128136,,,,550521377,,,-98
156595,359746167128136,,,,550365707,,,-97
156589,359746167128136,,,,547577445,,,-99
156585,359746167128136,,,,547243158,,,-92
156584,359746167128136,,,,547128202,,,-96
156579,359746167128136,,,,546591761,,,-94
156574,359746167128136,,,,545031859,,,-93
156573,359746167128136,,,,544895849,,,-94
156572,359746167128136,,,,544820181,,,-93
156569,359746167128136,,,,544343368,,,-97
156563,359746167128136,,,,542959791,,,-97
156557,359746167128136,,,,542503253,,,-95
156554,359746167128136,,,,541947250,,,-92
156537,359746167128136,,,,537800170,,,-94
156525,359746167128136,,,,535939623,,,-95
156521,359746167128136,,,,535702319,,,-94
156514,359746167128136,,,,535164534,,,-92
156509,359746167128136,,,,534406428,,,-93
156507,359746167128136,,,,534089968,,,-96
156500,359746167128136,,,,533351362,,,-97
156497,359746167128136,,,,533115661,,,-96
156496,359746167128136,,,,532861139,,,-98
156493,359746167128136,,,,532523936,,,-95
156488,359746167128136,,,,532167174,,,-98
156475,359746167128136,,,,530606833,,,-96
156472,359746167128136,,,,530047039,,,-98
156455,359746167128136,,,,528345339,,,-95
156452,359746167128136,,,,527750273,,,-96
156436,359746167128136,,,,525916042,,,-101
156431,359746167128136,,,,525258333,,,-98
156424,359746167128136,,,,524156800,,,-98
156419,359746167128136,,,,523840691,,,-94
156418,359746167128136,,,,523445292,,,-97
156414,359746167128136,,,,523167828,,,-96
156412,359746167128136,,,,523090901,,,-94
156407,359746167128136,,,,522052065,,,-92
156406,359746167128136,,,,521755417,,,-94
156405,359746167128136,,,,521460352,,,-94
156391,359746167128136,,,,519799837,,,-93
156373,359746167128136,,,,515991349,,,-93
156370,359746167128136,,,,515833440,,,-93
156368,359746167128136,,,,515577847,,,-95
156353,359746167128136,,,,513877649,,,-92
156348,359746167128136,,,,513160031,,,-94
156344,359746167128136,,,,512542039,,,-94
156341,359746167128136,,,,512183455,,,-92
156332,359746167128136,,,,510063197,,,-93
156305,359746167128136,,,,507236564,,,-91
156304,359746167128136,,,,506738460,,,-92
156301,359746167128136,,,,506222459,,,-93
156284,359746167128136,,,,503818049,,,-91
156276,359746167128136,,,,503482123,,,-95
156273,359746167128136,,,,502986570,,,-92
156269,359746167128136,,,,502488991,,,-90
156260,359746167128136,,,,501329418,,,-93
156257,359746167128136,,,,500748752,,,-95
156255,359746167128136,,,,500491577,,,-93
156249,359746167128136,,,,499111707,,,-93
156236,359746167128136,,,,497831338,,,-97
156235,359746167128136,,,,497779016,,,-94
156220,359746167128136,,,,496116585,,,-94
156219,359746167128136,,,,496021328,,,-95
156215,359746167128136,,,,495745477,,,-93
156213,359746167128136,,,,495529153,,,-94
156208,359746167128136,,,,494770399,,,-96
156203,359746167128136,,,,493869046,,,-94
156184,359746167128136,,,,490863152,,,-96
156179,359746167128136,,,,490524921,,,-93
156177,359746167128136,,,,489789693,,,-97
156176,359746167128136,,,,489693202,,,-94
156171,359746167128136,,,,489277920,,,-93
156160,359746167128136,,,,488060846,,,-93
156158,359746167128136,,,,487864137,,,-98
156155,359746167128136,,,,487266083,,,-94
156153,359746167128136,,,,486549224,,,-94
156152,359746167128136,,,,486413669,,,-94
156151,359746167128136,,,,486278327,,,-95
156149,359746167128136,,,,486181071,,,-94
156144,359746167128136,,,,485605145,,,-95
156137,359746167128136,,,,484826669,,,-94
156133,359746167128136,,,,484189292,,,-94
156123,359746167128136,,,,482610004,,,-99
156119,359746167128136,,,,481971473,,,-97
156117,359746167128136,,,,481715641,,,-97
156116,359746167128136,,,,481259666,,,-96
156108,359746167128136,,,,480178220,,,-98
156105,359746167128136,,,,479842717,,,-97
156103,359746167128136,,,,479665588,,,-99
156098,359746167128136,,,,478966481,,,-98
156097,359746167128136,,,,478890633,,,-97
156096,359746167128136,,,,478794433,,,-100
156093,359746167128136,,,,477957763,,,-95
156081,359746167128136,,,,476416120,,,-93
156072,359746167128136,,,,475218007,,,-95
156062,359746167128136,,,,473456467,,,-97
156059,359746167128136,,,,472660719,,,-98
156055,359746167128136,,,,471661924,,,-97
156048,359746167128136,,,,471025825,,,-97
156044,359746167128136,,,,470828480,,,-99
156038,359746167128136,,,,469668742,,,-95
156035,359746167128136,,,,469452606,,,-97
156033,359746167128136,,,,469217695,,,-97
156031,359746167128136,,,,467908657,,,-93
156027,359746167128136,,,,467233526,,,-98
156018,359746167128136,,,,465031899,,,-94
156009,359746167128136,,,,463710759,,,-95
156004,359746167128136,,,,462613066,,,-101
156003,359746167128136,,,,461835918,,,-96
155992,359746167128136,,,,460317641,,,-99
155987,359746167128136,,,,458997232,,,-99
155985,359746167128136,,,,458822903,,,-100
155977,359746167128136,,,,456617794,,,-96
155959,359746167128136,,,,452468977,,,-99
155956,359746167128136,,,,452167828,,,-97
155946,359746167128136,,,,450606615,,,-98
155925,359746167128136,,,,446817032,,,-97
155919,359746167128136,,,,445316296,,,-98
155914,359746167128136,,,,444339322,,,-95
155911,359746167128136,,,,444023310,,,-97
155889,359746167128136,,,,440959991,,,-95
155887,359746167128136,,,,440804752,,,-96
155886,359746167128136,,,,440708748,,,-97
155880,359746167128136,,,,439931761,,,-97
155878,359746167128136,,,,439815908,,,-96
155877,359746167128136,,,,439719528,,,-97
155869,359746167128136,,,,438962249,,,-96
155861,359746167128136,,,,436860578,,,-94
155860,359746167128136,,,,436365343,,,-96
155851,359746167128136,,,,434786569,,,-94
155844,359746167128136,,,,433707790,,,-94
155838,359746167128136,,,,433430516,,,-92
155837,359746167128136,,,,433234933,,,-94
155836,359746167128136,,,,432939888,,,-99
155823,359746167128136,,,,431440330,,,-92
155822,359746167128136,,,,431365780,,,-94
155819,359746167128136,,,,430707680,,,-96
155817,359746167128136,,,,430631653,,,-97
155812,359746167128136,,,,429774506,,,-99
155784,359746167128136,,,,427070079,,,-92
155783,359746167128136,,,,426938966,,,-95
155781,359746167128136,,,,426805291,,,-95
155779,359746167128136,,,,426689201,,,-93
155776,359746167128136,,,,426413075,,,-98
155770,359746167128136,,,,425752570,,,-98
155766,359746167128136,,,,425296816,,,-96
155749,359746167128136,,,,423315091,,,-95
155747,359746167128136,,,,422858350,,,-97
155740,359746167128136,,,,421817819,,,-97
155735,359746167128136,,,,421420817,,,-97
155729,359746167128136,,,,420220595,,,-98
155727,359746167128136,,,,420083624,,,-97
155722,359746167128136,,,,419566806,,,-96
155720,359746167128136,,,,419472201,,,-100
155718,359746167128136,,,,419297233,,,-99
155715,359746167128136,,,,418741487,,,-96
155708,359746167128136,,,,418025928,,,-98
155706,359746167128136,,,,417849280,,,-100
155704,359746167128136,,,,417631918,,,-98
155693,359746167128136,,,,416030961,,,-96
155692,359746167128136,,,,415917675,,,-93
155691,359746167128136,,,,415864594,,,-96
155683,359746167128136,,,,414164006,,,-96
155675,359746167128136,,,,413065583,,,-92
155668,359746167128136,,,,412746213,,,-98
155660,359746167128136,,,,410925811,,,-100
155657,359746167128136,,,,410671399,,,-99
155640,359746167128136,,,,409248455,,,-98
155637,359746167128136,,,,408630027,,,-96
155626,359746167128136,,,,407289125,,,-96
155619,359746167128136,,,,405666493,,,-97
155616,359746167128136,,,,405471356,,,-97
155600,359746167128136,,,,402887971,,,-99
155598,359746167128136,,,,402611630,,,-98
155594,359746167128136,,,,402174847,,,-95
155593,359746167128136,,,,401939165,,,-94
155588,359746167128136,,,,401321541,,,-98
155587,359746167128136,,,,401205327,,,-97
155555,359746167128136,,,,399864841,,,-98
155553,359746167128136,,,,399687795,,,-101
155551,359746167128136,,,,399492646,,,-94
155520,359746167128136,,,,398496569,,,-94
155488,359746167128136,,,,395957254,,,-96
155478,359746167128136,,,,394297702,,,-96
155462,359746167128136,,,,391894395,,,-92
155456,359746167128136,,,,390877664,,,-100
155444,359746167128136,,,,389340995,,,-94
155440,359746167128136,,,,388783685,,,-94
155436,359746167128136,,,,388548312,,,-93
155419,359746167128136,,,,385504498,,,-100
155412,359746167128136,,,,383924549,,,-94
155410,359746167128136,,,,383346805,,,-94
155400,359746167128136,,,,381989144,,,-95
155398,359746167128136,,,,381052294,,,-95
155390,359746167128136,,,,380355747,,,-94
155381,359746167128136,,,,379317626,,,-96
155365,359746167128136,,,,375893826,,,-94
155352,359746167128136,,,,374256594,,,-96
155338,359746167128136,,,,373078347,,,-97
155312,359746167128136,,,,371881769,,,-96
155297,359746167128136,,,,370623306,,,-95
155291,359746167128136,,,,369786107,,,-94
155290,359746167128136,,,,369590658,,,-94
155285,359746167128136,,,,369134935,,,-95
155282,359746167128136,,,,368335702,,,-93
155280,359746167128136,,,,367459180,,,-98
155274,359746167128136,,,,366179113,,,-96
155273,359746167128136,,,,365822009,,,-96
155264,359746167128136,,,,363139972,,,-93
155258,359746167128136,,,,362082013,,,-95
155253,359746167128136,,,,361045922,,,-97
155252,359746167128136,,,,360969599,,,-94
155249,359746167128136,,,,359629733,,,-97
155246,359746167128136,,,,358791421,,,-93
155239,359746167128136,,,,357893526,,,-96
155230,359746167128136,,,,356335630,,,-93
155224,359746167128136,,,,355558471,,,-93
155220,359746167128136,,,,355062974,,,-93
155205,359746167128136,,,,352441272,,,-94
155186,359746167128136,,,,349659975,,,-96
155175,359746167128136,,,,348483362,,,-97
155174,359746167128136,,,,348347594,,,-92
155158,359746167128136,,,,345405733,,,-94
155156,359746167128136,,,,344649184,,,-91
155148,359746167128136,,,,344190921,,,-93
155138,359746167128136,,,,342473727,,,-93
155128,359746167128136,,,,340655277,,,-90
155127,359746167128136,,,,340498916,,,-94
155109,359746167128136,,,,338538826,,,-94
155096,359746167128136,,,,336378008,,,-96
155083,359746167128136,,,,334538521,,,-93
155080,359746167128136,,,,333880744,,,-94
155063,359746167128136,,,,331921820,,,-96
155056,359746167128136,,,,331325754,,,-95
155053,359746167128136,,,,330748602,,,-92
155047,359746167128136,,,,329269129,,,-94
155045,359746167128136,,,,329093155,,,-94
155040,359746167128136,,,,328536842,,,-91
155035,359746167128136,,,,328037916,,,-93
155033,359746167128136,,,,327843023,,,-93
155030,359746167128136,,,,326885698,,,-97
155028,359746167128136,,,,326609202,,,-93
155026,359746167128136,,,,326350758,,,-91
155022,359746167128136,,,,325512678,,,-92
155020,359746167128136,,,,325295828,,,-93
155016,359746167128136,,,,325040171,,,-93
155007,359746167128136,,,,322879914,,,-92
154992,359746167128136,,,,320698354,,,-95
154987,359746167128136,,,,320081426,,,-97
154984,359746167128136,,,,319785552,,,-94
154978,359746167128136,,,,318587401,,,-96
154973,359746167128136,,,,317671531,,,-92
154969,359746167128136,,,,316794959,,,-95
154963,359746167128136,,,,315114764,,,-98
154961,359746167128136,,,,314797817,,,-96
154960,359746167128136,,,,314661427,,,-96
154956,359746167128136,,,,314325096,,,-95
154945,359746167128136,,,,312344398,,,-96
154942,359746167128136,,,,311849656,,,-98
154928,359746167128136,,,,308749654,,,-97
154925,359746167128136,,,,308612078,,,-95
154913,359746167128136,,,,308074453,,,-95
154912,359746167128136,,,,307797601,,,-99
154899,359746167128136,,,,306198198,,,-98
154885,359746167128136,,,,304297446,,,-95
154879,359746167128136,,,,303380379,,,-97
154877,359746167128136,,,,303064456,,,-97
154872,359746167128136,,,,302528432,,,-97
154869,359746167128136,,,,302153055,,,-100
154864,359746167128136,,,,301336232,,,-96
154849,359746167128136,,,,298253659,,,-98
154847,359746167128136,,,,298117363,,,-94
154845,359746167128136,,,,297980836,,,-96
154843,359746167128136,,,,297285121,,,-98
154841,359746167128136,,,,296849136,,,-93
154838,359746167128136,,,,296352639,,,-99
154837,359746167128136,,,,296174227,,,-97
154836,359746167128136,,,,296076476,,,-97
154832,359746167128136,,,,295421513,,,-98
154824,359746167128136,,,,293783247,,,-100
154821,359746167128136,,,,293287513,,,-97
154814,359746167128136,,,,292088802,,,-93
154813,359746167128136,,,,291794349,,,-96
